sgt_uniqueid,sgt_rank,sgt_dept,sgt_suprank,sgt_supdept,sup_uniqueid,sgt_deptid,sgt_male,sgt_white,sgt_tenure,sgt_politics,sgt_education,sgt_age,sgt_socialdominance1,sgt_socialdominance2,sgt_socialdominance3,sgt_socialdominance4,sgt_socialdominance5,sgt_socialdominance6,sgt_socialdominance7,sgt_selfevaluation1,sgt_selfevaluation2,sgt_selfevaluation3,sgt_selfevaluation4,sgt_selfevaluation5,sgt_selfevaluation6,sgt_selfevaluation7,sgt_selfevaluation8,sgt_selfevaluation9,sgt_selfevaluation10,sgt_selfevaluation11,sgt_selfevaluation12,sgt_fto_intfair1,sgt_fto_intfair2,sgt_fto_intfair3,sgt_fto_intfair4,sgt_fto_intfar5,sgt_fto_intfair6,sgt_fto_understoodneeds,sgt_ftogender,sgt_ftowhite,sgt_orgfair1,sgt_orgfair2,sgt_orgfair3,sgt_orgfair4,sgt_orgfair5,sgt_servlead1,sgt_servlead2,sgt_servlead3,sgt_servlead4,sgt_servlead5,sgt_servlead6,sgt_servlead7,sgt_psm5,sgt_occid2,sgt_psm1,sgt_occid1,sgt_occid3,sgt_psm2,sgt_occid4,sgt_psm4,sgt_psm3,sgt_supethguid1,sgt_supethguid2,sgt_supethguid3,sgt_supethguid4,sgt_supethguid5,sgt_strenuousexerciseweekly,sgt_moderateexerciseweekly,sgt_mildexerciseweekly,sgt_intfair1,sgt_intfair2,sgt_intfair3,sgt_intfair4,sgt_intfair5,sgt_intfair6,sgt_diversityclimate1,sgt_diversityclimate2,sgt_diversityclimate3,sgt_diversityclimate4,sgt_diversityclimate5,sgt_leaderintegrity1,sgt_leaderintegrity2,sgt_leaderintegrity3,sgt_leaderintegrity4,sgt_commdiversity1,sgt_commdiversity2,sgt_commdiversity3,sgt_commdiversity4,sgt_commdiversity5,sgt_monitored1,sgt_monitored2,sgt_monitored3,sgt_monitored4,sgt_monitored5,sgt_contactpressure,sgt_arrestpressure,sgt_policeasproblem,sgt_publicagree,sgt_publictruth,sgt_publichideinfo,sgt_homesafe,sgt_familyconcern,sgt_physicalharm,sgt_legalliability,sgt_verbalconfrontation,sgt_not applicable,sgt_morale_1,sgt_morale_2,sgt_morale_3,sgt_morale_4,sgt_morale_5,sgt_morale_6,sgt_proc_polic_5,sgt_empower_1,sgt_org_id_1,sgt_empower_2,sgt_comm_citizen_1,sgt_org_id_2,sgt_sgt_effective,sgt_empower_12,sgt_unit_politics_4,sgt_report_force_1,sgt_empower_3,sgt_felt_account_4,sgt_work_helps_comm_2,sgt_lt_effective,sgt_unit_politics_1,sgt_rule_bend_1,sgt_work_helps_comm_1,sgt_proc_polic_2,sgt_force_policy_2,sgt_empower_11,sgt_proc_polic_1,sgt_sgt_incivil_1,sgt_sgt_incivil_2,sgt_sgt_incivil_4,sgt_comm_citizen_3,sgt_empower_7,sgt_report_force_2,sgt_rule_bend_2,sgt_org_id_4,sgt_force_policy_1,sgt_force_policy_3,sgt_sgt_care_wellbeing,sgt_sgt_fail_to_notice,sgt_sgt_proud_mywork,sgt_lt_care_wellbeing,sgt_lt_fail_to_notice,sgt_lt_proud_mywork,sgt_lt_incivil_1,sgt_lt_incivil_2,sgt_lt_incivil_4,sgt_empower_4,sgt_rule_bend_3,sgt_proc_polic_3,sgt_rule_bend_4,sgt_comm_citizen_2,sgt_observed_excluded,sgt_observed_discrimated,sgt_you_excluded,sgt_you_discrimated,sgt_empower_9,sgt_different_myvisible_1,sgt_org_id_3,sgt_different_myvalues_2,sgt_empower_10,sgt_different_myeducation_3,sgt_proc_polic_4,sgt_career_regret,sgt_career_recommend,sgt_career_satisfaction,sgt_unit_listen,sgt_unit_reliable,sgt_burnout_1,sgt_felt_account_1,sgt_unit_politics_2,sgt_comm_citizen_4,sgt_felt_account_2,sgt_felt_account_3,sgt_woman_handle_duties,sgt_woman_not_suitable,sgt_woman_just_as_good,sgt_female_employee_preferential,sgt_minority_employee_preferential
1536_386_37,Sergeant,D2CriminalPatrol,Lieutenant,D2 Criminal Patrol,1534_439_37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,3,4,4,4,4,3,4,7,3,2,4,3,4,3,6,2,2,3,4,2,4,4,2,2,2,3,3,4,2,3,3,3,3,2,3,3,3,3,1,1,1,4,3,2,2,3,0,0,0,0,3,3,2,3,3,3,4,2,2,37,16,15,3,4,3,2,3,3,3,3,3,4,4
1543_345_39,Sergeant,D2Investigations,Staff Lieutenant,OFFICE INVESTIGATIVE SERVS,3372_445_170,39,1,1,20,1,3,49,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,2,474,2,2,4,2,2,3,3,4,3,4,3,4,4,4,4,4,5,3,3,3,2,1,2,2,3,3,3,NA,NA,2,3,3,3,3,3,4,2,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,4,2,2,4,2,2,2,4,2,265,4,4,4,4,3,4,4,4,4,4,4,4,8,4,3,4,NA,2,3,8,3,2,3,4,2,4,4,1,1,1,3,4,3,3,4,3,3,2,2,4,4,2,4,1,1,1,4,2,2,2,4,0,0,0,0,4,3,4,2,4,3,4,3,4,37,16,16,2,4,2,3,2,3,3,3,4,4,4
1556_542_41,Sergeant,D2Post17Bucyrus,Lieutenant,D2 Post 17 Bucyrus,1567_599_41,41,1,1,17,1,2,44,4,4,5,5,3,2,4,3,2,4,3,4,4,4,2,5,3,4,2,4,3,4,4,4,4,4,2,473,1,2,1,2,1,4,3,4,4,4,4,5,2,4,5,4,4,5,4,4,4,3,3,4,4,4,3,5,1,3,4,4,4,4,4,4,1,4,4,4,3,4,4,4,3,2,3,3,3,4,4,4,4,3,5,5,4,2,4,3,3,5,3,4,4,339,2,4,4,4,3,3,4,4,4,4,3,4,7,5,4,5,4,4,4,4,1,1,4,4,2,5,5,1,1,1,4,3,2,4,4,2,5,5,1,5,2,4,2,3,1,4,4,3,1,2,5,0,0,0,0,2,2,4,2,4,3,4,2,2,37,15,16,3,4,3,3,4,2,3,3,3,5,5
1573_542_41,Sergeant,D2Post17Bucyrus,Lieutenant,D2 Post 17 Bucyrus,1567_599_41,41,1,1,16,1,5,37,4,2,2,4,4,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,3,4,4,4,4,2,473,2,4,4,4,2,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,0,3,3,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,3,2,3,3,3,4,4,4,4,4,3,3,4,3,3,3,4,4,2,4,4,329,3,4,3,4,3,4,4,4,4,4,4,4,7,4,3,4,3,4,4,7,2,2,4,4,2,4,4,1,1,1,4,4,4,2,4,3,2,4,2,4,3,2,3,1,1,1,4,2,2,2,4,0,0,0,0,4,2,4,3,4,4,4,3,4,38,15,15,3,4,3,3,4,3,4,2,4,4,4
1571_542_41,Sergeant,D2Post17Bucyrus,Lieutenant,D2 Post 17 Bucyrus,1567_599_41,41,NA,NA,NA,NA,NA,NA,4,4,4,4,4,3,3,4,2,4,2,4,2,4,2,4,2,4,2,4,4,3,4,4,3,4,2,473,2,2,3,3,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,7,0,0,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,4,4,3,3,4,3,4,3,4,4,2,4,3,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570_542_41,Sergeant,D2Post17Bucyrus,Lieutenant,D2 Post 17 Bucyrus,1567_599_41,41,1,1,20,1,4,47,4,1,3,3,4,4,1,4,2,4,4,4,2,5,1,4,2,4,1,4,3,4,5,5,4,3,2,474,1,1,3,4,1,4,3,3,4,4,3,5,4,4,5,4,4,4,4,4,2,4,4,5,5,4,2,2,0,4,4,4,5,4,5,4,2,4,5,3,5,4,4,5,2,3,2,2,2,4,5,4,4,4,4,4,4,2,3,3,5,4,2,3,4,328,3,4,4,5,4,4,4,5,5,5,3,5,8,4,4,4,4,5,5,8,2,2,5,5,2,4,5,1,1,2,3,4,5,2,4,2,3,1,1,4,4,1,5,1,1,1,5,2,2,2,4,0,0,0,0,4,3,4,2,4,4,4,5,4,39,16,16,1,4,2,3,3,3,4,2,4,5,5
1584_399_42,Sergeant,D2Post22Sandusky,Lieutenant,D2 Post 22 Sandusky,1580_414_42,42,1,1,19,1,4,44,3,2,4,3,4,3,3,4,2,4,2,5,4,4,3,4,3,4,3,4,4,4,4,4,4,4,2,473,4,3,4,3,3,4,4,4,5,4,4,4,3,5,5,5,5,5,4,4,4,4,4,4,4,4,2,2,1,4,4,5,4,4,4,5,1,4,4,5,4,4,4,4,4,1,4,4,4,3,5,4,5,3,4,3,3,2,3,2,4,4,3,3,4,358,3,3,4,4,4,3,4,5,4,4,4,4,8,4,3,5,3,5,3,7,3,2,4,4,3,3,4,1,1,1,4,4,4,3,3,4,4,2,2,4,3,3,3,1,1,2,3,2,2,3,3,0,0,0,0,4,1,5,4,5,4,4,1,4,38,16,16,2,5,4,5,4,3,4,2,4,3,3
1590_399_42,Sergeant,D2Post22Sandusky,Lieutenant,D2 Post 22 Sandusky,1580_414_42,42,1,1,19,2,2,45,2,4,4,2,4,5,1,5,2,4,1,5,3,5,1,4,1,5,1,5,5,5,5,5,5,5,2,473,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582_399_42,Sergeant,D2Post22Sandusky,Lieutenant,D2 Post 22 Sandusky,1580_414_42,42,1,1,12,2,3,33,4,4,4,3,4,4,3,5,3,5,1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,5,2,473,3,2,2,3,2,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,4,4,4,4,5,3,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,4,4,1,4,3,2,3,3,2,4,4,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600_410_43,Sergeant,D2Post39Norwalk,Lieutenant,D2 Post 39 Norwalk,1601_414_43,43,1,1,22,2,4,45,2,1,4,4,3,3,4,4,4,4,2,4,3,4,2,4,2,4,2,2,2,2,3,2,2,2,2,473,3,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,1,4,6,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,4,4,4,2,2,4,3,4,2,4,4,314,2,3,3,4,2,3,4,4,4,4,4,4,7,4,3,4,3,4,4,7,3,3,4,4,2,3,4,1,1,1,4,4,4,3,4,2,2,4,2,4,4,2,4,1,1,1,3,3,2,2,4,0,0,0,0,3,2,4,2,4,3,4,3,3,38,16,16,2,4,3,4,2,3,4,2,4,4,4
1597_410_43,Sergeant,D2Post39Norwalk,Lieutenant,D2 Post 39 Norwalk,1601_414_43,43,1,1,21,1,4,44,4,2,4,4,4,2,4,4,2,4,2,4,2,4,2,4,2,4,2,4,4,4,4,4,4,4,2,473,1,2,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,3,2,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,3,4,3,4,3,3,3,4,2,4,4,4,4,2,4,4,325,2,3,3,4,3,3,4,4,4,4,4,4,8,4,4,4,4,4,4,8,2,2,4,4,2,4,4,1,1,1,4,4,4,3,4,2,2,4,2,4,4,2,4,1,1,1,4,2,2,2,4,0,0,0,0,2,2,4,2,4,2,4,4,4,38,16,16,1,4,2,4,2,2,4,2,4,4,4
1608_410_43,Sergeant,D2Post39Norwalk,Lieutenant,D2 Post 39 Norwalk,1601_414_43,43,1,0,13,1,4,35,2,1,5,2,5,4,3,4,1,4,2,4,1,4,1,4,2,5,1,4,3,4,4,4,4,4,2,473,1,1,2,2,2,5,4,4,5,5,5,5,3,4,4,5,4,4,5,3,4,4,3,4,4,4,2,3,3,4,4,4,4,5,5,4,4,3,3,3,5,5,5,5,3,3,3,3,3,4,5,5,5,5,2,2,4,2,3,4,4,4,2,5,5,340,3,4,3,4,2,1,4,4,4,4,4,4,8,4,4,4,4,5,5,8,3,2,4,4,2,4,4,2,2,2,3,4,4,3,4,3,3,5,5,4,2,3,4,2,2,2,4,3,2,2,4,0,0,0,0,4,2,4,1,4,2,4,2,4,38,16,16,3,4,2,3,2,2,2,3,4,1,1
1622_563_44,Sergeant,D2Post51Marion,Lieutenant,D2 Post 51 Marion,1626_599_44,44,1,1,16,1,2,50,1,1,5,4,3,4,2,4,2,4,2,4,4,4,2,4,4,4,3,4,3,4,4,4,4,3,2,473,2,2,2,2,2,2,4,3,2,3,2,2,4,4,4,4,4,4,4,4,4,3,3,2,3,2,3,2,1,2,3,3,2,3,2,5,2,4,4,4,4,4,3,4,4,2,3,4,4,3,4,3,2,2,4,4,4,3,4,3,2,2,3,3,3,298,3,3,3,4,3,3,4,4,4,4,3,5,8,4,3,4,4,2,4,8,2,2,4,5,3,4,4,3,3,3,3,4,4,2,4,2,4,5,2,4,4,2,4,3,3,3,3,2,2,2,4,0,0,0,0,3,2,4,2,4,3,4,3,3,38,16,16,2,4,2,4,2,3,4,2,5,4,4
1624_563_44,Sergeant,D2Post51Marion,Lieutenant,D2 Post 51 Marion,1626_599_44,44,1,0,16,1,2,39,3,3,3,2,5,4,2,4,3,4,2,4,2,4,2,4,2,4,2,4,4,4,4,4,4,4,2,473,2,2,2,2,1,3,4,4,3,2,4,4,4,4,5,5,4,4,4,4,4,2,3,4,4,4,3,3,4,3,4,4,4,4,4,5,1,5,3,3,4,4,4,4,4,2,3,3,3,4,4,4,4,3,4,4,3,3,4,2,5,5,2,5,4,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1629_563_44,Sergeant,D2Post51Marion,Lieutenant,D2 Post 51 Marion,1626_599_44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,3,5,4,4,4,2,7,4,3,4,4,4,4,7,2,2,4,4,2,4,4,1,1,2,4,4,2,1,4,1,2,1,1,4,2,2,4,1,1,1,4,2,2,1,4,0,0,0,0,4,2,4,2,4,3,4,5,4,39,16,16,1,5,3,3,2,2,4,1,4,4,4
1640_442_45,Sergeant,D2Post70Mansfield,Lieutenant,D2 Post 70 Mansfield,1639_599_45,45,1,1,13,2,1,40,3,2,5,5,4,3,4,4,4,4,4,5,4,4,3,4,3,4,3,2,3,3,4,3,1,2,2,473,2,2,2,2,2,2,4,2,3,4,3,4,4,4,5,5,4,4,4,4,4,3,3,3,3,3,NA,3,NA,2,4,3,4,3,3,4,1,4,4,4,3,3,3,3,4,2,4,4,4,2,4,2,4,2,4,4,4,4,3,3,3,3,2,4,3,312,3,4,4,4,4,4,4,4,4,5,2,3,4,4,4,5,5,3,4,5,4,2,4,4,2,5,5,2,2,2,3,5,4,2,4,1,1,4,3,4,4,3,3,1,1,1,5,3,2,3,4,0,0,0,0,3,3,5,4,4,3,4,3,4,38,15,16,2,5,4,3,4,4,4,2,4,4,4
1642_442_45,Sergeant,D2Post70Mansfield,Lieutenant,D2 Post 70 Mansfield,1639_599_45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,2,5,NA,5,NA,2,NA,2,4,1,4,4,2,4,4,4,4,5,4,2,5,2,4,1,4,1,4,1,1,3,2,3,3,4,2,1,1,1,5,NA,NA,NA,NA,4,2,3,2,5,2,5,2,2,36,15,15,1,NA,4,4,2,NA,4,2,4,5,5
1637_442_45,Sergeant,D2Post70Mansfield,Lieutenant,D2 Post 70 Mansfield,1639_599_45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,8,5,1,5,5,4,5,8,1,1,5,5,1,5,5,2,2,2,5,5,5,1,5,1,1,5,1,5,5,1,5,1,1,1,5,1,1,1,3,0,0,0,0,2,1,5,1,5,5,5,5,5,39,17,17,1,5,4,5,1,1,5,1,5,5,5
1662_497_46,Sergeant,D2Post72Fremont,Lieutenant,D2 Post 72 Fremont,1659_414_46,46,1,1,14,2,2,37,2,2,5,4,4,4,4,4,3,4,4,4,4,4,2,4,2,4,2,3,3,4,4,3,3,3,2,474,2,2,2,3,2,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,2,4,4,4,4,2,4,4,4,4,4,4,4,5,2,3,4,4,4,4,4,4,4,2,3,3,3,3,4,4,3,2,2,3,4,2,3,3,2,3,3,3,3,323,2,3,3,4,3,3,4,4,4,4,2,4,8,4,3,4,4,4,3,7,3,2,4,4,2,4,4,1,1,1,3,4,3,3,4,2,3,4,2,3,3,2,3,1,1,1,4,3,2,2,3,0,1,0,0,3,3,4,2,4,4,4,4,4,38,15,15,2,4,3,2,3,3,4,2,4,4,4
1652_497_46,Sergeant,D2Post72Fremont,Lieutenant,D2 Post 72 Fremont,1659_414_46,46,1,1,18,1,2,39,4,1,4,4,4,4,4,4,2,4,2,4,2,4,2,4,2,4,2,4,4,4,4,4,4,4,2,473,2,4,4,2,2,3,3,3,2,4,4,4,4,4,4,2,2,4,2,4,4,2,2,2,2,2,3,3,3,2,4,4,4,2,4,5,1,5,5,5,5,5,5,5,5,1,3,4,3,3,5,3,3,2,3,3,4,2,4,4,3,3,2,4,4,322,3,4,3,3,2,3,5,5,5,5,4,5,5,5,3,5,4,5,4,6,2,2,5,5,2,4,5,2,1,2,5,4,5,1,3,1,1,4,5,3,4,2,4,1,1,1,4,1,1,1,4,0,0,0,0,4,2,5,4,4,2,5,3,2,38,15,15,2,5,3,5,3,3,4,2,4,4,4
1657_497_46,Sergeant,D2Post72Fremont,Lieutenant,D2 Post 72 Fremont,1659_414_46,46,1,1,18,1,4,49,2,2,2,4,4,4,3,5,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,2,473,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,3,NA,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,4,2,4,4,4,NA,NA,NA,NA,4,3,4,4,3,NA,NA,NA,NA,NA,4,4,4,2,3,3,3,3,2,4,4,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665_497_46,Sergeant,D2Post72Fremont,Lieutenant,D2 Post 72 Fremont,1659_414_46,46,1,1,22,1,3,52,3,1,5,5,3,2,4,4,1,5,1,4,1,5,2,3,3,5,1,4,4,4,4,4,4,4,2,473,4,1,1,2,1,1,3,3,1,4,3,4,3,5,5,4,3,5,3,4,5,1,1,2,3,1,6,7,3,1,2,3,3,2,1,5,1,5,3,4,4,3,3,3,4,2,3,4,4,4,5,4,5,3,4,4,4,4,4,2,5,4,2,3,4,320,4,4,4,5,4,3,5,5,5,5,3,3,8,5,2,5,1,5,4,NA,2,2,4,5,2,5,5,3,3,3,3,4,5,3,3,3,3,3,2,3,3,3,3,1,1,1,5,3,1,3,4,0,0,0,0,4,1,4,2,4,2,5,4,4,39,17,17,1,5,2,3,4,3,5,1,5,3,3
1684_537_47,Sergeant,D2Post90Milan,Lieutenant,D2 Post 90 Milan,1685_414_47,47,1,0,18,4,2,38,3,2,2,3,4,2,4,2,4,3,3,4,4,3,3,3,3,4,2,4,3,3,4,3,4,3,2,473,3,2,2,3,3,3,4,4,3,4,4,4,2,4,4,4,4,4,4,3,4,2,2,3,3,3,4,2,0,3,4,4,5,3,3,3,2,4,3,3,3,3,4,4,4,2,3,3,3,3,4,3,3,2,3,3,4,3,4,4,2,3,3,3,2,306,3,3,2,2,2,2,4,5,5,4,4,5,6,4,2,5,2,4,3,5,2,2,3,5,2,3,4,1,1,2,4,4,4,2,4,2,2,4,2,3,3,3,3,1,1,1,3,2,1,2,3,0,0,0,0,3,3,4,4,3,3,4,3,3,37,15,16,2,4,3,4,3,2,4,1,5,3,3
1678_537_47,Sergeant,D2Post90Milan,Lieutenant,D2 Post 90 Milan,1685_414_47,47,1,1,16,2,2,43,4,2,4,5,2,2,4,4,2,4,2,5,4,4,2,4,2,4,1,5,5,5,5,5,5,5,2,473,2,2,2,3,2,4,4,4,4,3,4,3,4,4,4,4,5,4,4,4,4,4,3,4,4,4,6,0,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,5,4,3,343,3,4,3,4,2,3,5,5,5,5,4,5,7,5,3,5,4,5,4,7,2,1,4,5,1,4,5,1,1,1,4,4,4,2,4,1,1,4,2,4,4,2,4,1,1,1,5,1,1,1,4,0,1,0,0,5,2,4,4,3,3,5,2,2,37,16,15,2,4,3,4,3,4,5,1,5,3,3
1671_537_47,Sergeant,D2Post90Milan,Lieutenant,D2 Post 90 Milan,1685_414_47,47,1,1,21,2,3,51,1,1,5,3,4,4,3,4,2,4,1,5,3,4,2,4,2,5,1,5,4,5,4,4,5,4,2,474,3,3,4,4,3,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,3,3,0,5,5,5,5,5,5,4,1,5,4,4,5,5,5,5,4,2,3,4,3,4,5,4,5,4,4,4,4,2,3,3,3,3,2,2,3,377,3,4,4,5,3,4,5,5,5,5,3,5,8,5,3,5,4,5,5,6,2,1,5,5,1,4,5,2,1,2,4,4,4,2,5,1,1,4,2,4,3,3,4,1,1,1,4,2,1,1,5,0,0,0,0,5,1,5,2,5,3,5,5,5,38,15,17,2,5,2,3,2,4,4,2,5,3,3
1731_593_52,Sergeant,D3CommercialEnforcement,Lieutenant,D3 Commercial Enforcement,1753_496_52,52,1,1,19,1,2,40,3,1,5,2,3,2,4,4,5,4,4,4,4,2,2,4,2,4,4,3,2,2,4,2,2,2,2,473,1,4,2,3,3,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,4,3,3,4,4,4,1,1,1,2,4,4,4,5,5,5,1,4,4,4,3,4,4,4,4,2,3,4,3,3,3,3,2,2,5,4,4,4,4,4,3,2,2,4,5,317,3,4,3,5,4,5,4,5,4,5,1,5,8,5,3,5,5,4,3,5,2,4,5,5,1,4,5,2,1,3,3,4,4,4,5,1,3,2,1,5,3,4,3,1,1,3,4,4,1,4,5,0,0,0,0,4,3,5,2,5,3,5,4,5,38,16,15,3,5,2,3,5,4,5,1,5,4,4
1765_471_53,Sergeant,D3CriminalPatrol,Lieutenant,D3 Criminal Patrol,1761_439_53,53,1,1,28,2,2,47,1,1,3,3,3,1,3,2,4,3,4,5,2,4,2,2,5,4,3,2,2,1,4,2,4,2,2,473,1,1,1,1,1,3,3,3,1,3,1,1,5,5,5,2,5,5,5,4,4,1,1,3,3,3,3,2,1,1,2,1,1,1,1,4,1,4,4,4,1,1,1,4,3,2,3,3,3,3,2,3,3,3,2,4,3,3,2,2,3,3,2,4,4,265,3,3,3,5,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,1,5,5,3,4,5,3,3,3,3,4,3,1,5,3,3,3,3,3,2,4,2,3,3,3,4,1,1,1,4,0,0,0,0,4,2,5,1,5,2,5,5,5,38,16,16,2,5,3,3,4,5,5,1,5,4,4
